review_id,product_category,timestamp,country,rating,review,sentiment
55,Books,2023-01-01,DE,4,"Bin begeistert! Qualität top, Lieferung blitzschnell.",positive
56,Toys,2023-01-01,AT,5,"Bin begeistert! Qualität top, Lieferung blitzschnell.",positive
57,Sports,2023-01-01,CA,4,"Solid build, attractive design, works as advertised. Love it.",positive
58,Beauty,2023-01-01,FR,5,"Parfait! Rien à redire, je commande à nouveau.",positive
59,Fashion,2023-01-01,GB,2,Shocking quality for the price. Complete rip-off.,negative
60,Sports,2023-01-01,AR,5,Muy buena relación calidad-precio. Repetiré la compra.,positive
61,Food & Grocery,2023-01-01,CA,4,Product arrived quickly and looks exactly as described. Very happy.,positive
62,Toys,2023-01-01,CH,5,"Très bon produit, FONCTIONNE parfaitement. MERCI! !!!",positive
63,Food & Grocery,2023-01-01,CH,4,Produit de très bonne qualité. Je recommande sans hésitation.,positive
64,Food & Grocery,2023-01-01,US,3,C'est correct pour le prix. LOL,neutral
65,Toys,2023-01-01,US,4,"Amazing product, my whole family loves it. Thank you!",positive
66,Electronics,2023-01-01,AT,5,"Brauchbar, aber nichts Besonderes. Drei Sterne.",neutral
67,Fashion,2023-01-01,FR,5,"Magnifique produit, ma famille adore. Merci beaucoup.",positive
68,Sports,2023-01-01,US,5,Outstanding customer experience from start to finish. 😊,positive
69,Beauty,2023-01-01,AT,4,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,positive
70,Beauty,2023-01-01,FR,4,Excellent! Je suis très satisfait. Cinq ÉTOILES méritées. ⭐,positive
71,Fashion,2023-01-01,US,5,Good value for money. Highly recommend it!,positive
72,Electronics,2023-01-01,US,5,Exactly what I was looking for. Great price.,positive
73,Sports,2023-01-01,AU,5,"Solid build, attractive design, works as advertised. Love it.",positive
74,Toys,2023-01-01,CH,5,Très content de mon achat. Le produit est encore mieux en vrai. 😍,positive
75,Beauty,2023-01-01,DE,2,Skandalöse Qualität. Definitiv nicht seinen Preis wert.,negative
76,Home & Living,2023-01-01,US,5,Excellent quality and fast shipping. Will definitely buy again.,positive
77,Home & Living,2023-01-01,MX,4,Calidad premium a un precio justo. Muy satisfecho.,positive
78,Toys,2023-01-01,US,2,Poor quality. Fell apart after two days of normal use. 👍,negative
79,Food & Grocery,2023-01-01,ES,1,Un desastre absoluto. Lo devolví inmediatamente. 😊,negative
80,Food & Grocery,2023-01-01,FR,5,Livraison rapide et produit conforme à la description. Parfait!,positive
81,Sports,2023-01-01,GB,1,Perfect gift idea. Delivery was speedy and packaging was great.,positive
82,Food & Grocery,2023-01-01,AU,5,Great value for money. Highly recommend to everyone.,positive
83,Beauty,2023-01-01,FR,2,Ne RESSEMBLE pas du tout à la description. Complète arnaque.,negative
84,Fashion,2023-01-01,DE,3,In Ordnung. Bin weder begeistert NOCH enttäuscht.,neutral
85,Electronics,2023-01-01,MX,5,"Excelente producto, lo recomendaría sin dudarlo.",positive
86,Food & Grocery,2023-01-01,ES,5,Me ha sorprendido gratamente. Muy buena compra.,positive
87,Sports,2023-01-01,DE,3,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.!,positive
88,Fashion,2023-01-01,DE,4,Wunderbar! Genau was ich gesucht habe.,positive
89,Food & Grocery,2023-01-01,US,5,This is genuinely one of the best products I have bought online.,positive
90,Fashion,2023-01-01,DE,4,"Solide, aber unremarkabel. Würde ich nicht unbedingt empfehlen.",neutral
91,Sports,2023-01-01,GB,4,Outstanding customer experience from start to finish.,positive
92,Books,2023-01-01,GB,2,Terrible experience. The item arrived broken and support was useless.,negative
93,Home & Living,2023-01-01,FR,5,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",positive
94,Toys,2023-01-01,US,4,Absolutely love this product! Best purchase I've made this year.,positive
95,Electronics,2023-01-01,AU,5,"Superb quality, very sturdy and well-made. Five stars.",positive
96,Toys,2023-01-01,DE,3,"Brauchbar, aber nichts BESONDERES. Drei Sterne. ⭐",neutral
97,Books,2023-01-02,FR,4,"Très bon produit, fonctionne parfaitement. MERCI!",positive
98,Books,2023-01-02,US,5,Perfect gift idea. Delivery was speedy and packaging was great. 😊,positive
99,Books,2023-01-02,DE,4,Hervorragende Qualität. Würde ich sofort wieder kaufen.,positive
100,Electronics,2023-01-02,DE,4,Ich liebe dieses Produkt! ⭐⭐⭐,positive
101,Books,2023-01-02,CH,4,Super produit! Exactly comme décrit. Livraison express. Bravo!,positive
102,Electronics,2023-01-02,DE,5,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,positive
103,Food & Grocery,2023-01-02,US,2,Awful. Returned it immediately. Complete waste of money.,negative
104,Electronics,2023-01-02,GB,5,Product arrived quickly and looks exactly as described. Very happy.,positive
105,Beauty,2023-01-02,FR,3,Dans la moyenne. Rien ne m'a particulièrement déçu ou impressionné.,neutral
106,Electronics,2023-01-02,CO,4,"Producto perfecto, llegó antes DE lo esperado. Muy contento.",positive
107,Home & Living,2023-01-02,FR,2,Très mauvaise expérience. Je demande un remboursement.,negative
108,Food & Grocery,2023-01-02,GB,3,Works fine. I've seen better but I've also seen worse.,neutral
109,Home & Living,2023-01-02,BE,1,Qualité déplorable. Retourné immédiatement.,negative
110,Beauty,2023-01-02,MX,4,¡Maravilloso! Toda la familia está encantada con el producto.,positive
111,Beauty,2023-01-02,FR,2,Très mauvaise expérience. Je demande un remboursement.,negative
112,Home & Living,2023-01-02,CO,4,Estoy muy satisfecho con este artículo. Funciona de maravilla.,positive
113,Food & Grocery,2023-01-02,US,3,C'est correct pour le prix. lol,neutral
114,Electronics,2023-01-02,GB,2,Item never arrived. Complete scam. Avoid at all costs.,negative
115,Fashion,2023-01-02,CA,5,Fantastic item! Exceeded all my expectations.,positive
116,Home & Living,2023-01-02,GB,5,"Top-notch quality, EXACTLY what I needed.",positive
117,Fashion,2023-01-02,DE,4,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,positive
118,Sports,2023-01-02,GB,5,"Speedy delivery, well packaged, and exactly as described.",positive
119,Sports,2023-01-02,AU,3,Acceptable quality. Could be improved. 😊,neutral
120,Beauty,2023-01-02,CH,5,"Produit reçu rapidement, bien emballé et conforme. Parfait.",positive
121,Electronics,2023-01-02,AT,5,Hervorragende Qualität. Würde ich sofort wieder kaufen. 😊,positive
122,Sports,2023-01-02,DE,3,"Brauchbar, aber nichts Besonderes. Drei Sterne.",neutral
123,Beauty,2023-01-02,GB,5,Perfect gift idea. Delivery was speedy and packaging was great.,positive
124,Fashion,2023-01-02,DE,5,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,positive
125,Home & Living,2023-01-02,FR,4,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",positive
126,Toys,2023-01-02,AU,3,C'est correct pour le prix. lol,neutral
127,Food & Grocery,2023-01-02,CA,5,"Brilliant product, can't fault it at all.",positive
128,Beauty,2023-01-02,GB,4,Waste of money. Don't buy this product.,negative
129,Food & Grocery,2023-01-02,FR,5,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",positive
130,Electronics,2023-01-02,DE,2,Sehr enttäuscht. Das Produkt ist kaputt angekommen.,negative
131,Electronics,2023-01-02,GB,5,Product arrived quickly and looks exactly as described. Very happy.,positive
132,Fashion,2023-01-02,GB,5,"EXCELLENT product, highly recommend! BEST EVER!!!",positive
133,Electronics,2023-01-02,MX,4,"Producto perfecto, llegó antes de lo esperado. Muy contento.",positive
134,Beauty,2023-01-02,GB,4,"Amazing product, my whole family loves it. Thank you!",positive
135,Toys,2023-01-02,GB,3,Fairly standard. Met my basic expectations.,neutral
136,Electronics,2023-01-02,IE,5,This is GENUINELY one of the best products I have bought online.,positive
137,Home & Living,2023-01-02,ES,3,Tres estrellas. Podría mejorar en varios aspectos.,neutral
138,Beauty,2023-01-02,CO,5,"Producto perfecto, llegó antes de lo esperado. Muy contento.",positive
139,Food & Grocery,2023-01-02,FR,4,"Belle qualité, prix raisonnable. Très bonne EXPÉRIENCE d'achat.",positive
140,Sports,2023-01-02,BE,3,"Produit correct, sans plus. Fait le travail demandé.",neutral
141,Fashion,2023-01-02,FR,4,Super produit! Exactly comme décrit. Livraison express. Bravo!,positive
142,Books,2023-01-02,MX,2,Un desastre absoluto. LO devolví inmediatamente.,negative
143,Beauty,2023-01-02,FR,5,Excellent! Je suis très satisfait. Cinq étoiles méritées.,positive
144,Books,2023-01-02,US,4,Really impressed with the build quality. Would buy again.,positive
145,Toys,2023-01-02,US,4,This is genuinely one of the best products I have bought online.,positive
146,Sports,2023-01-02,FR,5,"Parfait! Rien à redire, je commande à nouveau.",positive
147,Books,2023-01-02,GB,5,Perfect gift idea. Delivery WAS speedy and packaging was great.,positive
148,Electronics,2023-01-02,FR,5,"Livraison soignée, produit de qualité. Recommande fortement.",positive
149,Food & Grocery,2023-01-02,FR,5,Je suis vraiment content de cet achat. Je recommande vivement.,positive
150,Beauty,2023-01-02,US,4,"Solid build, attractive design, works as advertised. Love it.",positive
151,Food & Grocery,2023-01-02,US,5,This is genuinely one of the best products I have BOUGHT online.,positive
152,Toys,2023-01-02,ES,4,Llegó en perfectas condiciones y es tal y como se describe.,positive
153,Food & Grocery,2023-01-02,GB,5,Excellent quality and fast shipping. Will definitely buy again.,positive
154,Beauty,2023-01-02,US,1,Shipping took three weeks and the item was damaged. 1 star.,negative
155,Home & Living,2023-01-02,DE,3,"Funktioniert wie beschrieben. Nicht mehr, nicht weniger.",neutral
156,Food & Grocery,2023-01-02,US,5,"EXCELLENT product, highly recommend! BEST EVER!!!",positive
157,Toys,2023-01-02,DE,3,Wunderbar! Genau was ich gesucht habe.,positive
158,Beauty,2023-01-02,GB,4,Absolutely love this product! Best purchase I've made this year.,positive
159,Toys,2023-01-02,US,4,Really impressed with the build quality. Would buy again.,positive
160,Home & Living,2023-01-02,CH,3,"Produit correct, sans plus. Fait le travail demandé.",neutral
161,Books,2023-01-02,IE,5,Outstanding customer experience from start to finish.,positive
162,Food & Grocery,2023-01-02,FR,1,Arnaque! Produit jamais reçu. Évitez absolument.,negative
163,Beauty,2023-01-02,AT,5,"Bin begeistert! Qualität top, Lieferung blitzschnell.",positive
164,Food & Grocery,2023-01-02,ES,5,Llegó en perfectas condiciones y es tal y como se describe.,positive
165,Electronics,2023-01-02,CH,4,Produit de très bonne qualité. Je recommande sans hésitation.,positive
166,Food & Grocery,2023-01-02,ES,1,LA peor compra de mi vida. Calidad lamentable. !!!,negative
167,Sports,2023-01-02,DE,3,Produkt ist okay. Lieferung dauerte etwas länger.,neutral
168,Electronics,2023-01-02,AU,4,Arrived on time and works perfectly. Very satisfied.,positive
169,Books,2023-01-02,GB,4,Arrived on time and works perfectly. Very satisfied. 😍,positive
170,Sports,2023-01-02,ES,3,"Correcto, aunque el envío tardó más de lo indicado.",neutral
171,Books,2023-01-02,CA,5,"Superb quality, very sturdy and well-made. Five stars.",positive
172,Electronics,2023-01-02,AR,1,Pésima calidad. No se parece en nada a las fotos.,negative
173,Beauty,2023-01-02,DE,4,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",positive
174,Electronics,2023-01-02,AU,3,Acceptable quality. Could be improved.,neutral
175,Toys,2023-01-02,GB,5,"Top-notch quality, exactly what I needed.",positive
176,Food & Grocery,2023-01-02,GB,4,"Amazing product, my whole family loves it. Thank you!",positive
177,Electronics,2023-01-02,ES,4,¡Maravilloso! Toda la familia está encantada con el producto.,positive
178,Beauty,2023-01-02,MX,3,Tres estrellas. Podría mejorar en varios aspectos.,neutral
179,Beauty,2023-01-02,ES,4,Muy buena relación calidad-precio. REPETIRÉ la compra.,positive
180,Home & Living,2023-01-02,FR,1,Ne ressemble pas du tout à la description. Complète arnaque. 👍,negative
181,Food & Grocery,2023-01-02,BE,2,Très mauvaise expérience. Je demande un remboursement.,negative
182,Home & Living,2023-01-02,GB,4,Really impressed WITH the build quality. Would buy again.,positive
183,Food & Grocery,2023-01-02,AR,5,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,positive
184,Home & Living,2023-01-02,US,4,Product arrived quickly and looks exactly as described. Very happy.,positive
185,Toys,2023-01-02,BE,2,Délai de livraison excessif et produit endommagé. 1 étoile.,negative
186,Food & Grocery,2023-01-02,CO,5,¡Maravilloso! Toda la familia está encantada con el producto.,positive
187,Food & Grocery,2023-01-02,AU,5,Product arrived quickly and looks exactly as described. Very happy.,positive
188,Sports,2023-01-02,US,5,"Superb quality, very sturdy and well-made. Five stars.",positive
189,Sports,2023-01-02,BE,5,Très content de mon achat. Le produit est encore mieux en vrai. !!!,positive
190,Books,2023-01-02,GB,5,Perfect gift idea. Delivery was speedy and packaging was great.,positive
191,Electronics,2023-01-02,FR,5,"Livraison soignée, produit de qualité. Recommande fortement.",positive
192,Food & Grocery,2023-01-02,AT,1,Sehr enttäuscht. Das Produkt ist kaputt angekommen.,negative
193,Electronics,2023-01-02,IE,4,Great value for money. Highly recommend to everyone.,positive
194,Home & Living,2023-01-02,FR,1,"Produit correct, sans plus. Fait le travail demandé.",neutral
195,Beauty,2023-01-02,FR,5,QUALITÉ irréprochable et service client excellent.,positive
196,Sports,2023-01-02,FR,2,Très mauvaise expérience. Je demande un remboursement.,negative
197,Home & Living,2023-01-02,GB,5,Absolutely love this product! Best purchase I've made this year. 👍,positive
198,Beauty,2023-01-02,CA,4,Absolutely love THIS product! Best purchase I've made this year.,positive
199,Books,2023-01-02,US,2,Terrible experience. The item arrived broken and support was USELESS.,negative
200,Home & Living,2023-01-02,FR,4,"Très bon produit, fonctionne parfaitement. MERCI!",positive
201,Home & Living,2023-01-02,AR,5,Muy buena relación calidad-precio. Repetiré la COMPRA.,positive
202,Food & Grocery,2023-01-02,FR,1,"Mauvaise qualité, ne ressemble pas du TOUT aux photos.",negative
203,Sports,2023-01-02,DE,3,Akzeptable Qualität. Könnte besser sein.,neutral
204,Books,2023-01-02,GB,4,Fantastic item! Exceeded all my expectations.,positive
205,Electronics,2023-01-02,GB,2,Exactly WHAT I was looking for. Great price.,positive
206,Books,2023-01-02,BE,3,Livraison lente mais le produit est conforme. Acceptable.,neutral
207,Beauty,2023-01-02,GB,4,Great value for money. Highly recommend to everyone.,positive
208,Electronics,2023-01-02,US,4,"Brilliant product, can't fault it at all.",positive
209,Electronics,2023-01-02,ES,1,Muy decepcionado. El producto llegó roto y el soporte es inútil.,negative
210,Books,2023-01-03,GB,4,Product arrived quickly and looks exactly as described. Very HAPPY.,positive
211,Home & Living,2023-01-03,DE,4,"Bin begeistert! Qualität top, Lieferung blitzschnell.",positive
212,Beauty,2023-01-03,MX,4,Llegó en perfectas condiciones y es tal y como se describe.,positive
213,Toys,2023-01-03,US,5,"Speedy delivery, well packaged, and exactly as described.",positive
214,Beauty,2023-01-03,FR,5,"Magnifique produit, ma famille adore. Merci beaucoup.",positive
215,Fashion,2023-01-03,FR,2,Délai de livraison excessif et produit endommagé. 1 étoile.,negative
216,Home & Living,2023-01-03,BE,2,"Mauvaise qualité, ne ressemble pas du tout aux photos.",negative
217,Books,2023-01-03,US,2,It's alright. Nothing to complain about really.,neutral
218,Sports,2023-01-03,DE,5,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,positive
219,Fashion,2023-01-03,DE,4,Produkt ist genau wie beschrieben. SEHR schnelle Lieferung.,positive
220,Home & Living,2023-01-03,AU,4,Exactly what I was looking for. Great price.,positive
221,Toys,2023-01-03,GB,3,It's alright. Nothing to complain about really.,neutral
222,Sports,2023-01-03,US,5,Fantastic item! Exceeded all my expectations.,positive
223,Books,2023-01-03,FR,4,Super produit! Exactly comme décrit. Livraison express. Bravo!,positive
224,Home & Living,2023-01-03,IE,4,Product arrived quickly and LOOKS exactly as described. Very happy.,positive
225,Home & Living,2023-01-03,CH,5,"Produit reçu rapidement, bien emballé et conforme. Parfait.",positive
226,Fashion,2023-01-03,ES,3,"Funciona, aunque la calidad deja algo que desear.",neutral
227,Beauty,2023-01-03,MX,3,Tres ESTRELLAS. Podría mejorar en varios aspectos.,neutral
228,Fashion,2023-01-03,ES,3,Tres estrellas. Podría mejorar en varios aspectos.,neutral
229,Sports,2023-01-03,DE,5,Ich liebe dieses Produkt! ⭐⭐⭐,positive
230,Fashion,2023-01-03,GB,5,Outstanding customer experience from start to finish.,positive
231,Home & Living,2023-01-03,AT,5,Lieferung war schnell und das Produkt ist ausgezeichnet!,positive
232,Beauty,2023-01-03,GB,5,Good value for money. Highly recommend it!,positive
233,Electronics,2023-01-03,FR,5,Très content de mon achat. Le produit est encore mieux en vrai.,positive
234,Home & Living,2023-01-03,ES,5,"Producto perfecto, llegó antes de lo esperado. Muy contento. 👍",positive
235,Home & Living,2023-01-03,DE,5,"Sehr schönes Produkt, die ganze Familie ist begeistert. 😊",positive
236,Fashion,2023-01-03,DE,4,"Sehr schönes Produkt, die ganze Familie ist begeistert.",positive
237,Home & Living,2023-01-03,US,5,Product arrived quickly and looks exactly as described. Very happy.,positive
238,Food & Grocery,2023-01-03,US,4,"Brilliant product, can't fault it at all.",positive
239,Beauty,2023-01-03,IE,5,Good value for money. Highly recommend it! ⭐,positive
240,Fashion,2023-01-03,DE,4,"SEHR gutes Produkt, bin sehr zufrieden. Gerne wieder!",positive
241,Food & Grocery,2023-01-03,FR,5,Je suis vraiment content de cet achat. Je recommande vivement.,positive
242,Sports,2023-01-03,US,5,"EXCELLENT product, highly recommend! BEST EVER!!!",positive
243,Toys,2023-01-03,US,5,Very pleased with this purchase. Quick delivery too!,positive
244,Electronics,2023-01-03,CA,4,Three stars — meets the minimum expectations.,neutral
245,Toys,2023-01-03,AU,4,Exactly what I was looking for. Great price.,positive
246,Fashion,2023-01-03,GB,5,Perfect gift idea. Delivery was speedy and packaging was great.,positive
247,Sports,2023-01-03,FR,4,"Produit reçu rapidement, bien emballé et conforme. Parfait.",positive
248,Sports,2023-01-03,US,4,"Superb quality, very sturdy and well-made. Five stars.",positive
249,Beauty,2023-01-03,GB,5,Exactly what I was looking for. Great price.,positive
250,Beauty,2023-01-03,US,3,Works fine. I've seen better but I've also seen worse.,neutral
251,Toys,2023-01-03,FR,3,"Produit correct, sans plus. Fait le travail demandé.",neutral
252,Fashion,2023-01-03,ES,3,Normal. No me ha emocionado ni decepcionado.,neutral
253,Books,2023-01-03,AU,2,The worst product I have ever purchased. Total disappointment.,negative
254,Books,2023-01-03,IE,5,Exactly what I was looking for. Great price.,positive
255,Books,2023-01-03,DE,5,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,positive
256,Fashion,2023-01-03,GB,5,Excellent quality and fast shipping. Will definitely buy again.,positive
257,Toys,2023-01-03,GB,4,Really impressed with the build quality. Would buy again.,positive
258,Fashion,2023-01-03,GB,2,Very disappointed. Nothing like the photos on the listing.,negative
259,Fashion,2023-01-03,DE,5,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",positive
260,Beauty,2023-01-03,US,3,Acceptable quality. Could be improved.,neutral
261,Food & Grocery,2023-01-03,AT,4,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,positive
262,Sports,2023-01-03,DE,2,Falsch beworben. Entspricht überhaupt nicht der Beschreibung.,negative
263,Fashion,2023-01-03,DE,5,Lieferung war schnell und das Produkt ist ausgezeichnet!,positive
264,Books,2023-01-03,GB,3,Okay for the price. Don't expect premium quality.,neutral
265,Beauty,2023-01-03,GB,4,Fantastic item! Exceeded all my expectations.,positive
266,Fashion,2023-01-03,FR,4,"Très bon produit, FONCTIONNE parfaitement. MERCI! ⭐",positive
267,Toys,2023-01-03,GB,5,Good value for money. Highly recommend it!,positive
268,Beauty,2023-01-03,AR,3,Producto básico. Cumple su FUNCIÓN sin más.,neutral
269,Toys,2023-01-03,GB,3,Okay FOR the price. Don't expect premium quality.,neutral
270,Books,2023-01-03,US,5,Exactly what I was looking for. Great price.,positive
271,Home & Living,2023-01-03,AT,4,Fantastisches Produkt zu einem fairen Preis. Top!,positive
272,Electronics,2023-01-03,FR,5,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",positive
273,Books,2023-01-03,DE,4,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,positive
274,Toys,2023-01-03,US,5,"Solid build, attractive design, works as advertised. Love it.",positive
275,Fashion,2023-01-03,ES,1,¡Una estafa! Nunca recibí el pedido. ¡Evítenlo! !!!,negative
276,Home & Living,2023-01-03,MX,5,Envío rápido y producto en perfecto estado. Muy contento.,positive
277,Home & Living,2023-01-03,FR,5,"Très bon produit, fonctionne parfaitement. MERCI!",positive
278,Books,2023-01-03,GB,1,Shocking quality for the price. Complete rip-off.,negative
279,Fashion,2023-01-03,CA,4,"EXCELLENT product, highly recommend! BEST EVER!!!",positive
280,Toys,2023-01-03,AT,4,Ich liebe dieses Produkt! ⭐⭐⭐,positive
281,Toys,2023-01-03,BE,5,Excellent! Je suis très satisfait. Cinq étoiles méritées.,positive
282,Food & Grocery,2023-01-03,AU,1,Customer service was rude and unhelpful. Never shopping here again.,negative
283,Sports,2023-01-03,ES,5,Llegó en perfectas condiciones y es tal y como se DESCRIBE.,positive
284,Beauty,2023-01-03,ES,4,Calidad excepcional para el precio. Muy recomendable.,positive
285,Fashion,2023-01-03,GB,4,"Solid build, attractive design, works as advertised. Love it. !!!",positive
286,Electronics,2023-01-03,FR,4,"Parfait! Rien à redire, je commande à nouveau.",positive
287,Beauty,2023-01-03,FR,3,"Rien de spécial, commande correctement traitée.",neutral
288,Home & Living,2023-01-03,FR,5,"Très bon produit, fonctionne parfaitement. MERCI!",positive
289,Toys,2023-01-03,ES,4,"Excelente producto, lo recomendaría sin dudarlo.",positive
290,Food & Grocery,2023-01-03,CH,5,Excellent rapport qualité-prix. Très satisfait de MON achat.,positive
291,Food & Grocery,2023-01-03,US,4,"Amazing product, my whole FAMILY loves it. Thank you!",positive
292,Food & Grocery,2023-01-03,AT,5,Hervorragende Qualität. Würde ich sofort wieder kaufen.,positive
293,Home & Living,2023-01-03,GB,1,Very disappointed. Nothing like the photos on the listing.,negative
294,Home & Living,2023-01-03,DE,5,Ich liebe dieses Produkt! ⭐⭐⭐,positive
295,Home & Living,2023-01-03,ES,5,Muy buena relación calidad-precio. Repetiré la compra.!,positive
296,Food & Grocery,2023-01-03,CA,5,Arrived on time and works perfectly. Very satisfied.,positive
297,Toys,2023-01-03,DE,5,Wunderbar! Genau was ich gesucht habe.,positive
298,Fashion,2023-01-03,GB,2,Falsely advertised. I want my money back.,negative
299,Books,2023-01-03,DE,3,Mittelmäßig. Habe Besseres für den Preis erwartet.,neutral
300,Food & Grocery,2023-01-03,DE,3,Produkt ist okay. Lieferung dauerte etwas länger.,neutral
301,Toys,2023-01-03,ES,4,Me ha sorprendido gratamente. Muy buena compra.,positive
302,Home & Living,2023-01-03,ES,5,Me ha sorprendido gratamente. Muy buena compra.,positive
